Il	O
fût	O
bientôt	O
convenu	O
qu’Henriette	O
Smith	O
aurait	O
les	O
grandes	O
entrées	O
à	O
Hartfield.	O

Emma	O
,	O
vive	O
et	O
décidée	O
,	O
ne	O
perdit	O
pas	O
de	O
temps	O
;	O
elle	O
l’invita	O
,	O
l’encouragea	O
et	O
la	O
pressa	O
d’y	O
venir	O
très-souvent	O
,	O
et	O
plus	O
elles	O
se	O
virent	O
,	O
plus	O
leur	O
satisfaction	O
mutuelle	O
en	O
augmenta.	O

Emma	O
laissait	O
parler	O
son	O
père	O
,	O
mais	O
servait	O
ces	O
dames	O
d’une	O
manière	O
plus	O
substantielle	O
;	O
et	O
cette	O
soirée-là	O
surtout	O
,	O
elle	O
fit	O
tout	O
son	O
possible	O
pour	O
les	O
renvoyer	O
très-satisfaites.	O

Mademoiselle	O
Smith	O
fut	O
aussi	O
heureuse	O
qu’elle	O
l’avait	O
désiré.	O

Mademoiselle	O
Emma	O
était	O
une	O
si	O
grande	O
dame	O
à	O
Highbury	O
,	O
que	O
l’espoir	O
d’être	O
admise	O
chez	O
elle	O
,	O
lui	O
avait	O
donné	O
autant	O
de	O
crainte	O
que	O
de	O
plaisir.	O

Notre	O
humble	O
et	O
reconnaissante	O
jeune	O
demoiselle	O
quitta	O
Hartfield	O
,	O
extrêmement	O
satisfaite	O
,	O
de	O
l’affabilité	O
d’Emma	O
,	O
qui	O
l’avait	O
embrassée	O
en	O
partant.	O

Emma	O
voyait	O
depuis	O
long-temps	O
combien	O
Henriette	O
lui	O
serait	O
utile	O
pour	O
la	O
promenade	O
;	O
elle	O
avait	O
vivement	O
senti	O
la	O
perte	O
de	O
madame	O
Weston	O
,	O
à	O
ce	O
sujet.	O

Son	O
père	O
ne	O
dépassait	O
jamais	O
le	O
verger	O
,	O
où	O
l’on	O
avait	O
fait	O
deux	O
marques	O
,	O
pour	O
faire	O
sa	O
grande	O
et	O
sa	O
petite	O
promenade	O
,	O
suivant	O
la	O
saison	O
;	O
et	O
depuis	O
le	O
mariage	O
de	O
madame	O
Weston	O
,	O
elle	O
avait	O
été	O
trop	O
sédentaire.	O

Elle	O
s’était	O
hasardée	O
d’aller	O
une	O
fois	O
seule	O
à	O
Randalls	O
;	O
elle	O
y	O
prit	O
peu	O
de	O
plaisir	O
;	O
mais	O
d’avoir	O
une	O
Henriette	O
,	O
à	O
ses	O
ordres	O
,	O
pour	O
l’accompagner	O
à	O
la	O
promenade	O
,	O
c’était	O
une	O
grande	O
addition	O
à	O
ses	O
récréations.	O

Henriette	O
n’était	O
certainement	O
pas	O
instruite	O
,	O
mais	O
elle	O
était	O
douce	O
,	O
docile	O
et	O
reconnaissante	O
;	O
nullement	O
capricieuse	O
,	O
et	O
n’avait	O
d’autre	O
désir	O
que	O
de	O
se	O
laisser	O
guider	O
par	O
une	O
personne	O
qu’elle	O
reconnaissait	O
lui	O
être	O
supérieure.	O

Emma	O
trouvait	O
très-aimable	O
qu’elle	O
se	O
fut	O
sitôt	O
attachée	O
à	O
elle	O
,	O
et	O
ce	O
goût	O
qu’elle	O
avait	O
pour	O
la	O
bonne	O
compagnie	O
,	O
était	O
une	O
preuve	O
de	O
son	O
bon	O
sens	O
,	O
quoique	O
ses	O
connaissances	O
fussent	O
très-bornées.	O

Enfin	O
elle	O
était	O
persuadée	O
qu’Henriette	O
Smith	O
était	O
la	O
jeune	O
amie	O
qu’il	O
lui	O
fallait	O
exactement	O
,	O
ce	O
quelque	O
chose	O
qui	O
lui	O
manquait	O
à	O
la	O
maison.	O

Une	O
amie	O
telle	O
que	O
madame	O
Weston	O
,	O
c’était	O
impossible	O
:	O
on	O
ne	O
pouvait	O
pas	O
espérer	O
d’en	O
trouver	O
deux	O
comme	O
elle	O
,	O
et	O
elle	O
n’en	O
avait	O
pas	O
besoin.	O

C’était	O
une	O
toute	O
autre	O
chose	O
,	O
un	O
sentiment	O
distinct	O
et	O
indépendant.	O

Madame	O
Weston	O
était	O
l’objet	O
d’une	O
considération	O
basée	O
sur	O
l’estime	O
et	O
la	O
reconnaissance.	O

Emma	O
serait	O
aimée	O
par	O
une	O
personne	O
à	O
qui	O
elle	O
voulait	O
faire	O
du	O
bien.	O

Elle	O
ne	O
pouvait	O
être	O
d’aucune	O
utilité	O
à	O
madame	O
Weston	O
;	O
mais	O
elle	O
était	O
à	O
même	O
de	O
faire	O
beaucoup	O
pour	O
Henriette.	O

Le	O
premier	O
service	O
qu’elle	O
voulut	O
lui	O
rendre	O
fut	O
de	O
découvrir	O
ses	O
parens.	O

Mais	O
