Emma	O
Woodhouse	O
,	O
handsome	O
,	O
clever	O
,	O
and	O
rich	O
,	O
with	O
a	O
comfortable	O
home	O
and	O
happy	O
disposition	O
,	O
seemed	O
to	O
unite	O
some	O
of	O
the	O
best	O
blessings	O
of	O
existence	O
;	O
and	O
had	O
lived	O
nearly	O
twenty-one	O
years	O
in	O
the	O
world	O
with	O
very	O
little	O
to	O
distress	O
or	O
vex	O
her.	O

She	O
was	O
the	O
youngest	O
of	O
the	O
two	O
daughters	O
of	O
a	O
most	O
affectionate	O
,	O
indulgent	O
father	O
;	O
and	O
had	O
,	O
in	O
consequence	O
of	O
her	O
sister	O
's	O
marriage	O
,	O
been	O
mistress	O
of	O
his	O
house	O
from	O
a	O
very	O
early	O
period.	O

Her	O
mother	O
had	O
died	O
too	O
long	O
ago	O
for	O
her	O
to	O
have	O
more	O
than	O
an	O
indistinct	O
remembrance	O
of	O
her	O
caresses	O
;	O
and	O
her	O
place	O
had	O
been	O
supplied	O
by	O
an	O
excellent	O
woman	O
as	O
governess	O
,	O
who	O
had	O
fallen	O
little	O
short	O
of	O
a	O
mother	O
in	O
affection.	O

Sixteen	O
years	O
had	O
Miss	O
Taylor	O
been	O
in	O
Mr.	O
Woodhouse	O
's	O
family	O
,	O
less	O
as	O
a	O
governess	O
than	O
a	O
friend	O
,	O
very	O
fond	O
of	O
both	O
daughters	O
,	O
but	O
particularly	O
of	O
Emma.	O

Between	O
_them_	O
it	O
was	O
more	O
the	O
intimacy	O
of	O
sisters.	O

Even	O
before	O
Miss	O
Taylor	O
had	O
ceased	O
to	O
hold	O
the	O
nominal	O
office	O
of	O
governess	O
,	O
the	O
mildness	O
of	O
her	O
temper	O
had	O
hardly	O
allowed	O
her	O
to	O
impose	O
any	O
restraint	O
;	O
and	O
the	O
shadow	O
of	O
authority	O
being	O
now	O
long	O
passed	O
away	O
,	O
they	O
had	O
been	O
living	O
together	O
as	O
friend	O
and	O
friend	O
very	O
mutually	O
attached	O
,	O
and	O
Emma	O
doing	O
just	O
what	O
she	O
liked	O
;	O
highly	O
esteeming	O
Miss	O
Taylor	O
's	O
judgment	O
,	O
but	O
directed	O
chiefly	O
by	O
her	O
own.	O

The	O
real	O
evils	O
,	O
indeed	O
,	O
of	O
Emma	O
's	O
situation	O
were	O
the	O
power	O
of	O
having	O
rather	O
too	O
much	O
her	O
own	O
way	O
,	O
and	O
a	O
disposition	O
to	O
think	O
a	O
little	O
too	O
well	O
of	O
herself	O
;	O
these	O
were	O
the	O
disadvantages	O
which	O
threatened	O
alloy	O
to	O
her	O
many	O
enjoyments.	O

The	O
danger	O
,	O
however	O
,	O
was	O
at	O
present	O
so	O
unperceived	O
,	O
that	O
they	O
did	O
not	O
by	O
any	O
means	O
rank	O
as	O
misfortunes	O
with	O
her.	O

Sorrow	O
came	O
--	O
a	O
gentle	O
sorrow	O
--	O
but	O
not	O
at	O
all	O
in	O
the	O
shape	O
of	O
any	O
disagreeable	O
consciousness.	O

--	O
Miss	O
Taylor	O
married.	O

It	O
was	O
Miss	O
Taylor	O
's	O
loss	O
which	O
first	O
brought	O
grief.	O

It	O
was	O
on	O
the	O
wedding-day	O
of	O
this	O
beloved	O
friend	O
that	O
Emma	O
first	O
sat	O
in	O
mournful	O
thought	O
of	O
any	O
continuance.	O

The	O
wedding	O
over	O
,	O
and	O
the	O
bride-people	O
gone	O
,	O
her	O
father	O
and	O
herself	O
were	O
left	O
to	O
dine	O
together	O
,	O
with	O
no	O
prospect	O
of	O
a	O
third	O
to	O
cheer	O
a	O
long	O
evening.	O

Her	O
father	O
composed	O
himself	O
to	O
sleep	O
after	O
dinner	O
,	O
as	O
usual	O
,	O
and	O
she	O
had	O
then	O
only	O
to	O
sit	O
and	O
think	O
of	O
what	O
she	O
had	O
lost.	O

The	O
event	O
had	O
every	O
promise	O
of	O
happiness	O
for	O
her	O
friend.	O

Mr.	O
Weston	O
was	O
a	O
man	O
of	O
unexceptionable	O
character	O
,	O
easy	O
fortune	O
,	O
suitable	O
age	O
,	O
and	O
pleasant	O
manners	O
;	O
and	O
there	O
was	O
some	O
satisfaction	O
in	O
considering	O
with	O
what	O
self-denying	O
,	O
generous	O
friendship	O
she	O
had	O
always	O
wished	O
and	O
promoted	O
the	O
match	O
;	O
but	O
it	O
was	O
a	O
black	O
morning	O
's	O
work	O
for	O
her.	O

The	O
want	O
of	O
Miss	O
Taylor	O
would	O
be	O
felt	O
every	O
hour	O
of	O
every	O
day.	O

She	O
recalled	O
her	O
past	O
kindness	O
--	O
the	O
kindness	O
,	O
the	O
affection	O
of	O
sixteen	O
years	O
--	O
how	O
she	O
had	O
taught	O
and	O
how	O
she	O
had	O
played	O
with	O
her	O
from	O
five	O
years	O
old	O
--	O
how	O
she	O
had	O
devoted	O
all	O
her	O
powers	O
to	O
attach	O
and	O
amuse	O
her	O
in	O
health	O
--	O
and	O
how	O
nursed	O
her	O
through	O
the	O
various	O
illnesses	O
of	O
childhood.	O

A	O
large	O
debt	O
of	O
gratitude	O
was	O
owing	O
here	O
;	O
but	O
the	O
intercourse	O
of	O
the	O
last	O
seven	O
years	O
,	O
the	O
equal	O
footing	O
and	O
perfect	O
unreserve	O
which	O
had	O
soon	O
followed	O
Isabella	O
's	O
marriage	O
,	O
on	O
their	O
being	O
left	O
to	O
each	O
other	O
,	O
was	O
yet	O
a	O
dearer	O
,	O
tenderer	O
recollection.	O

She	O
had	O
been	O
a	O
friend	O
and	O
companion	O
such	O
as	O
few	O
possessed	O
:	O
intelligent	O
,	O
well-informed	O
,	O
useful	O
,	O
gentle	O
,	O
knowing	O
all	O
the	O
ways	O
of	O
the	O
family	O
,	O
interested	O
in	O
all	O
its	O
concerns	O
,	O
and	O
peculiarly	O
interested	O
in	O
herself	O
,	O
in	O
every	O
pleasure	O
,	O
every	O
scheme	O
of	O
hers	O
--	O
one	O
to	O
whom	O
she	O
could	O
speak	O
every	O
thought	O
as	O
it	O
arose	O
,	O
and	O
who	O
had	O
such	O
an	O
affection	O
for	O
her	O
as	O
could	O
never	O
find	O
fault.	O

How	O
was	O
she	O
to	O
bear	O
the	O
change	O
?	O

--	O
It	O
was	O
true	O
that	O
her	O
friend	O
was	O
going	O
only	O
half	O
a	O
mile	O
from	O
them	O
;	O
but	O
Emma	O
was	O
aware	O
that	O
great	O
must	O
be	O
the	O
difference	O
between	O
a	O
Mrs.	O

Weston	O
,	O
only	O
half	O
a	O
mile	O
from	O
them	O
,	O
and	O
a	O
Miss	O
Taylor	O
in	O
the	O
house	O
;	O
and	O
with	O
all	O
her	O
advantages	O
,	O
natural	O
and	O
domestic	O
,	O
she	O
was	O
now	O
in	O
great	O
danger	O
of	O
suffering	O
from	O
intellectual	O
solitude.	O

She	O
dearly	O
loved	O
her	O
father	O
,	O
but	O
he	O
was	O
no	O
companion	O
for	O
her.	O

He	O
could	O
not	O
meet	O
her	O
in	O
conversation	O
,	O
rational	O
or	O
playful.	O

The	O
evil	O
of	O
the	O
actual	O
disparity	O
in	O
their	O
ages	O
(	O
and	O
Mr.	O
Woodhouse	O
had	O
not	O
married	O
early	O
)	O
was	O
much	O
increased	O
by	O
his	O
constitution	O
and	O
habits	O
;	O
for	O
having	O
been	O
a	O
valetudinarian	O
all	O
his	O
life	O
,	O
without	O
activity	O
of	O
mind	O
or	O
body	O
,	O
he	O
was	O
a	O
much	O
older	O
man	O
in	O
ways	O
than	O
in	O
years	O
;	O
and	O
though	O
everywhere	O
beloved	O
for	O
the	O
friendliness	O
of	O
his	O
heart	O
and	O
his	O
amiable	O
temper	O
,	O
his	O
talents	O
could	O
not	O
have	O
recommended	O
him	O
at	O
any	O
time.	O

Her	O
sister	O
,	O
though	O
comparatively	O
but	O
little	O
removed	O
by	O
matrimony	O
,	O
being	O
settled	O
in	O
London	O
,	O
only	O
sixteen	O
miles	O
off	O
,	O
was	O
much	O
beyond	O
her	O
daily	O
reach	O
;	O
and	O
many	O
a	O
long	O
October	O
and	O
November	O
evening	O
must	O
be	O
struggled	O
through	O
at	O
Hartfield	O
,	O
before	O
Christmas	O
brought	O
the	O
next	O
visit	O
from	O
Isabella	O
and	O
her	O
husband	O
,	O
and	O
their	O
little	O
children	O
,	O
to	O
fill	O
the	O
house	O
,	O
and	O
give	O
her	O
pleasant	O
society	O
again.	O

Highbury	O
,	O
the	O
large	O
and	O
populous	O
village	O
,	O
almost	O
amounting	O
to	O
a	O
town	O
,	O
to	O
which	O
