The	O
Picture	O
of	O
Dorian	O
Gray	O
by	O
Oscar	O
Wilde	O
THE	O
PREFACE	O
The	O
artist	O
is	O
the	O
creator	O
of	O
beautiful	O
things.	O

To	O
reveal	O
art	O
and	O
conceal	O
the	O
artist	O
is	O
art	O
s	O
aim.	O

The	O
critic	O
is	O
he	O
who	O
can	O
translate	O
into	O
another	O
manner	O
or	O
a	O
new	O
material	O
his	O
impression	O
of	O
beautiful	O
things.	O

The	O
highest	O
as	O
the	O
lowest	O
form	O
of	O
criticism	O
is	O
a	O
mode	O
of	O
autobiography.	O

Those	O
who	O
find	O
ugly	O
meanings	O
in	O
beautiful	O
things	O
are	O
corrupt	O
without	O
being	O
charming.	O

This	O
is	O
a	O
fault.	O

Those	O
who	O
find	O
beautiful	O
meanings	O
in	O
beautiful	O
things	O
are	O
the	O
cultivated.	O

For	O
these	O
there	O
is	O
hope.	O

They	O
are	O
the	O
elect	O
to	O
whom	O
beautiful	O
things	O
mean	O
only	O
beauty.	O

There	O
is	O
no	O
such	O
thing	O
as	O
a	O
moral	O
or	O
an	O
immoral	O
book.	O

Books	O
are	O
well	O
written	O
,	O
or	O
badly	O
written.	O

That	O
is	O
all.	O

The	O
nineteenth	O
century	O
dislike	O
of	O
realism	O
is	O
the	O
rage	O
of	O
Caliban	O
seeing	O
his	O
own	O
face	O
in	O
a	O
glass.	O

The	O
nineteenth	O
century	O
dislike	O
of	O
romanticism	O
is	O
the	O
rage	O
of	O
Caliban	O
not	O
seeing	O
his	O
own	O
face	O
in	O
a	O
glass.	O

The	O
moral	O
life	O
of	O
man	O
forms	O
part	O
of	O
the	O
subject-matter	O
of	O
the	O
artist	O
,	O
but	O
the	O
morality	O
of	O
art	O
consists	O
in	O
the	O
perfect	O
use	O
of	O
an	O
imperfect	O
medium.	O

No	O
artist	O
desires	O
to	O
prove	O
anything.	O

Even	O
things	O
that	O
are	O
true	O
can	O
be	O
proved.	O

No	O
artist	O
has	O
ethical	O
sympathies.	O

An	O
ethical	O
sympathy	O
in	O
an	O
artist	O
is	O
an	O
unpardonable	O
mannerism	O
of	O
style.	O

No	O
artist	O
is	O
ever	O
morbid.	O

The	O
artist	O
can	O
express	O
everything.	O

Thought	O
and	O
language	O
are	O
to	O
the	O
artist	O
instruments	O
of	O
an	O
art.	O

Vice	O
and	O
virtue	O
are	O
to	O
the	O
artist	O
materials	O
for	O
an	O
art.	O

From	O
the	O
point	O
of	O
view	O
of	O
form	O
,	O
the	O
type	O
of	O
all	O
the	O
arts	O
is	O
the	O
art	O
of	O
the	O
musician.	O

