"	O
Mother	B-QUOTE
,	I-QUOTE
Mother	I-QUOTE
,	I-QUOTE
I	I-QUOTE
am	I-QUOTE
so	I-QUOTE
happy	I-QUOTE
!	I-QUOTE

"	O
whispered	O
the	O
girl	O
,	O
burying	O
her	O
face	O
in	O
the	O
lap	O
of	O
the	O
faded	O
,	O
tired-looking	O
woman	O
who	O
,	O
with	O
back	O
turned	O
to	O
the	O
shrill	O
intrusive	O
light	O
,	O
was	O
sitting	O
in	O
the	O
one	O
arm-chair	O
that	O
their	O
dingy	O
sitting-room	O
contained.	O

"	O
I	B-QUOTE
am	I-QUOTE
so	I-QUOTE
happy	I-QUOTE
!	I-QUOTE

"	O
she	O
repeated	O
,	O
"	O
and	B-QUOTE
you	I-QUOTE
must	I-QUOTE
be	I-QUOTE
happy	I-QUOTE
,	I-QUOTE
too	I-QUOTE
!	I-QUOTE

"	O
Mrs.	O

Vane	O
winced	O
and	O
put	O
her	O
thin	O
,	O
bismuth-whitened	O
hands	O
on	O
her	O
daughter	O
s	O
head.	O

"	O
Happy	B-QUOTE
!	I-QUOTE

"	O
she	O
echoed	O
,	O
"	O
I	B-QUOTE
am	I-QUOTE
only	I-QUOTE
happy	I-QUOTE
,	I-QUOTE
Sibyl	I-QUOTE
,	I-QUOTE
when	I-QUOTE
I	I-QUOTE
see	I-QUOTE
you	I-QUOTE
act.	I-QUOTE

You	I-QUOTE
must	I-QUOTE
not	I-QUOTE
think	I-QUOTE
of	I-QUOTE
anything	I-QUOTE
but	I-QUOTE
your	I-QUOTE
acting.	I-QUOTE

Mr.	I-QUOTE
Isaacs	I-QUOTE
has	I-QUOTE
been	I-QUOTE
very	I-QUOTE
good	I-QUOTE
to	I-QUOTE
us	I-QUOTE
,	I-QUOTE
and	I-QUOTE
we	I-QUOTE
owe	I-QUOTE
him	I-QUOTE
money.	I-QUOTE

"	O
The	O
girl	O
looked	O
up	O
and	O
pouted.	O

"	O
Money	B-QUOTE
,	I-QUOTE
Mother	I-QUOTE
?	I-QUOTE

"	O
she	O
cried	O
,	O
"	O
what	B-QUOTE
does	I-QUOTE
money	I-QUOTE
matter	I-QUOTE
?	I-QUOTE

Love	I-QUOTE
is	I-QUOTE
more	I-QUOTE
than	I-QUOTE
money.	I-QUOTE

"	O
"	O
Mr.	B-QUOTE
Isaacs	I-QUOTE
has	I-QUOTE
advanced	I-QUOTE
us	I-QUOTE
fifty	I-QUOTE
pounds	I-QUOTE
to	I-QUOTE
pay	I-QUOTE
off	I-QUOTE
our	I-QUOTE
debts	I-QUOTE
and	I-QUOTE
to	I-QUOTE
get	I-QUOTE
a	I-QUOTE
proper	I-QUOTE
outfit	I-QUOTE
for	I-QUOTE
James.	I-QUOTE

You	I-QUOTE
must	I-QUOTE
not	I-QUOTE
forget	I-QUOTE
that	I-QUOTE
,	I-QUOTE
Sibyl.	I-QUOTE

Fifty	I-QUOTE
pounds	I-QUOTE
is	I-QUOTE
a	I-QUOTE
very	I-QUOTE
large	I-QUOTE
sum.	I-QUOTE

Mr.	I-QUOTE
Isaacs	I-QUOTE
has	I-QUOTE
been	I-QUOTE
most	I-QUOTE
considerate.	I-QUOTE

"	O
"	O
He	B-QUOTE
is	I-QUOTE
not	I-QUOTE
a	I-QUOTE
gentleman	I-QUOTE
,	I-QUOTE
Mother	I-QUOTE
,	I-QUOTE
and	I-QUOTE
I	I-QUOTE
hate	I-QUOTE
the	I-QUOTE
way	I-QUOTE
he	I-QUOTE
talks	I-QUOTE
to	I-QUOTE
me	I-QUOTE
,	I-QUOTE
"	O
said	O
the	O
girl	O
,	O
rising	O
to	O
her	O
feet	O
and	O
going	O
over	O
to	O
the	O
window.	O

"	O
I	B-QUOTE
don	I-QUOTE
t	I-QUOTE
know	I-QUOTE
how	I-QUOTE
we	I-QUOTE
could	I-QUOTE
manage	I-QUOTE
without	I-QUOTE
him	I-QUOTE
,	I-QUOTE
"	O
answered	O
the	O
elder	O
woman	O
querulously.	O

Sibyl	O
Vane	O
tossed	O
her	O
head	O
and	O
laughed.	O

"	O
We	B-QUOTE
don	I-QUOTE
t	I-QUOTE
want	I-QUOTE
him	I-QUOTE
any	I-QUOTE
more	I-QUOTE
,	I-QUOTE
Mother.	I-QUOTE

Prince	I-QUOTE
Charming	I-QUOTE
rules	I-QUOTE
life	I-QUOTE
for	I-QUOTE
us	I-QUOTE
now.	I-QUOTE

"	O
Then	O
she	O
paused.	O

A	O
rose	O
shook	O
in	O
her	O
blood	O
and	O
shadowed	O
her	O
cheeks.	O

Quick	O
breath	O
parted	O
the	O
petals	O
of	O
her	O
lips.	O

They	O
trembled.	O

Some	O
southern	O
wind	O
of	O
passion	O
swept	O
over	O
her	O
and	O
stirred	O
the	O
dainty	O
folds	O
of	O
her	O
dress.	O

"	O
I	B-QUOTE
love	I-QUOTE
him	I-QUOTE
,	I-QUOTE
"	O
she	O
said	O
simply.	O

"	O
Foolish	B-QUOTE
child	I-QUOTE
!	I-QUOTE

foolish	I-QUOTE
child	I-QUOTE
!	I-QUOTE

"	O
was	O
the	O
parrot-phrase	O
flung	O
in	O
answer.	O

The	O
waving	O
of	O
crooked	O
,	O
false-jewelled	O
fingers	O
gave	O
grotesqueness	O
to	O
the	O
words.	O

The	O
girl	O
laughed	O
again.	O

The	O
joy	O
of	O
a	O
caged	O
bird	O
was	O
in	O
her	O
voice.	O

Her	O
eyes	O
caught	O
the	O
melody	O
and	O
echoed	O
it	O
in	O
radiance	O
,	O
then	O
closed	O
for	O
a	O
moment	O
,	O
as	O
though	O
to	O
hide	O
their	O
secret.	O

When	O
they	O
opened	O
,	O
the	O
mist	O
of	O
a	O
dream	O
had	O
passed	O
across	O
them.	O

Thin-lipped	O
wisdom	O
spoke	O
at	O
her	O
from	O
the	O
worn	O
chair	O
,	O
hinted	O
at	O
prudence	O
,	O
quoted	O
from	O
that	O
book	O
of	O
cowardice	O
whose	O
author	O
apes	O
the	O
name	O
of	O
common	O
sense.	O

She	O
did	O
not	O
listen.	O

She	O
was	O
free	O
in	O
her	O
prison	O
of	O
passion.	O

Her	O
prince	O
,	O
Prince	O
Charming	O
,	O
was	O
with	O
her.	O

She	O
had	O
called	O
on	O
memory	O
to	O
remake	O
him.	O

She	O
had	O
sent	O
her	O
soul	O
to	O
search	O
for	O
him	O
,	O
and	O
it	O
had	O
brought	O
him	O
back.	O

His	O
kiss	O
burned	O
again	O
upon	O
her	O
mouth.	O

Her	O
eyelids	O
were	O
warm	O
with	O
his	O
breath.	O

Then	O
wisdom	O
altered	O
its	O
method	O
and	O
spoke	O
of	O
espial	O
and	O
discovery.	O

This	O
young	O
man	O
might	O
be	O
rich.	O

If	O
so	O
,	O
marriage	O
should	O
be	O
thought	O
of.	O

Against	O
the	O
shell	O
of	O
her	O
ear	O
broke	O
